"US general imports, monthly, HS10 line items. Source: US Census Bureau international trade API (api.census.gov), pulled 2026-09. Unit value = customs value / quantity. Customs value excludes duty, freight and insurance.",,,,,,,,,,,
month,hts10,commodity,group,census_description,customs_value_usd,quantity,unit,unit_value_usd_per_unit,china_value_usd,china_quantity,china_share_of_value_pct
2023-08,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",82715274,2917844,KG,28.3481,,,
2023-09,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",67224087,2470813,KG,27.2073,,,
2023-10,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",47512163,1789825,KG,26.5457,,,
2023-11,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",46925681,1824241,KG,25.7234,,,
2023-12,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",59701770,2333149,KG,25.5885,,,
2024-01,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",35237918,1375287,KG,25.6222,,,
2024-02,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",50180660,1968645,KG,25.4899,,,
2024-03,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",51871415,1949917,KG,26.6019,,,
2024-04,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",59277700,2139051,KG,27.7121,,,
2024-05,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",63822196,2031254,KG,31.4201,,,
2024-06,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",81732981,2574962,KG,31.7414,,,
2024-07,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",75046154,2274792,KG,32.9903,,,
2024-08,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",80721430,2439439,KG,33.0902,,,
2024-09,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",55211618,1730086,KG,31.9126,,,
2024-10,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",75996224,2392370,KG,31.7661,,,
2024-11,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",79089037,2666962,KG,29.6551,,,
2024-12,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",64604412,2024332,KG,31.9139,,,
2025-01,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",107839619,3580498,KG,30.1186,,,
2025-02,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",62885694,2108980,KG,29.8181,,,
2025-03,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",77871483,2540053,KG,30.6574,,,
2025-04,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",85537406,2645193,KG,32.3369,,,
2025-05,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",94170676,2921047,KG,32.2387,,,
2025-06,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",64259754,2852646,KG,22.5264,,,
2025-07,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",64706039,2198720,KG,29.429,,,
2025-08,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",89540167,2658687,KG,33.6783,,,
2025-09,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",82117944,3280775,KG,25.03,,,
2025-10,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",74735288,2127310,KG,35.1314,,,
2025-11,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",105225325,2947589,KG,35.6988,,,
2025-12,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",69295154,2163918,KG,32.023,,,
2026-01,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",106685296,2586896,KG,41.2407,,,
2026-02,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",88650405,1941782,KG,45.6541,,,
2026-03,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",80415304,1692451,KG,47.5141,,,
2026-04,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",89396618,1880241,KG,47.5453,,,
2026-05,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",51074091,1092517,KG,46.749,,,
2026-06,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",147946988,2868456,KG,51.5772,,,
2026-07,8001100000,tin (not alloyed),control (never restricted),"TIN, UNWROUGHT, NOT ALLOYED",109584886,2092277,KG,52.3759,,,
2023-01,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",253164600,76067929,KG,3.3281,,,
2023-02,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",205201300,56881725,KG,3.6075,,,
2023-03,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",163778045,45747252,KG,3.5801,,,
2023-04,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",158581967,46975842,KG,3.3758,,,
2023-05,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",72982747,22857260,KG,3.193,,,
2023-06,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",58704637,19510591,KG,3.0089,,,
2023-07,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",106639695,38909952,KG,2.7407,,,
2023-08,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",69596196,24308590,KG,2.863,,,
2023-09,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",71785625,24884360,KG,2.8848,,,
2023-10,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",64509945,22200359,KG,2.9058,,,
2023-11,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",70268690,24079545,KG,2.9182,,,
2023-12,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",75773095,25901307,KG,2.9255,,,
2024-01,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",60720244,20696764,KG,2.9338,,,
2024-02,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",73244192,26929314,KG,2.7199,,,
2024-03,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",94756751,35404485,KG,2.6764,,,
2024-04,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",70240886,26107536,KG,2.6904,,,
2024-05,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",81711159,28242955,KG,2.8932,,,
2024-06,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",79983264,26715232,KG,2.9939,,,
2024-07,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",78851030,25951969,KG,3.0383,,,
2024-08,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",69005405,22931537,KG,3.0092,,,
2024-09,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",93808400,31248136,KG,3.002,,,
2024-10,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",94794002,31992799,KG,2.963,,,
2024-11,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",72077867,23479323,KG,3.0698,,,
2024-12,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",97073129,30157799,KG,3.2188,,,
2025-01,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",74364302,23762055,KG,3.1295,,,
2025-02,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",68035609,21763344,KG,3.1262,,,
2025-03,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",101597749,32856469,KG,3.0922,,,
2025-04,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",77178146,26887911,KG,2.8704,,,
2025-05,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",105041720,35874689,KG,2.928,,,
2025-06,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",119715961,42074089,KG,2.8454,,,
2025-07,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",78171857,27190766,KG,2.8749,,,
2025-08,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",73636072,25579118,KG,2.8788,,,
2025-09,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",192720854,65769386,KG,2.9303,,,
2025-10,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",96278938,31873068,KG,3.0207,,,
2025-11,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",151244511,48356085,KG,3.1277,,,
2025-12,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",112864343,33500171,KG,3.3691,,,
2026-01,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",100083562,29930230,KG,3.3439,,,
2026-02,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",120475697,35547373,KG,3.3892,,,
2026-03,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",130445841,38309891,KG,3.405,,,
2026-04,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",88194005,25575131,KG,3.4484,,,
2026-05,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",78603488,22554266,KG,3.4851,,,
2026-06,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",90656751,24875339,KG,3.6444,,,
2026-07,7901110000,zinc (>=99.99%),control (never restricted),"ZINC, UNWROUGHT, NOT ALLOYED, CONTAINING BY WEIGHT 99.99 PERCENT OR MORE OF ZINC",71589229,18843139,KG,3.7992,,,
2023-01,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,1956948,38992,KG,50.1884,,,
2023-02,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,6385231,101559,KG,62.8721,,,
2023-03,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,21225,1824,KG,11.6365,,,
2023-04,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,130475,11328,KG,11.5179,,,
2023-05,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,40605,6219,KG,6.5292,,,
2023-06,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,22273,1818,KG,12.2514,,,
2023-07,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,57367,1671,KG,34.3309,,,
2023-08,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,716354,12005,KG,59.6713,,,
2023-09,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,35700,170,KG,210.0,,,
2023-10,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,1206112,23183,KG,52.0257,,,
2023-11,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,2810503,46449,KG,60.5073,,,
2023-12,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,140308,2888,KG,48.5831,,,
2024-01,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,4117119,68914,KG,59.7429,,,
2024-02,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,48130,3654,KG,13.1719,,,
2024-03,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,6300323,100000,KG,63.0032,,,
2024-04,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,9000,36,KG,250.0,,,
2024-05,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,327239,8121,KG,40.2954,,,
2024-06,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,738428,12140,KG,60.826,,,
2024-07,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,6334435,105225,KG,60.199,,,
2024-08,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,2908212,44998,KG,64.6298,,,
2024-09,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,471898,10223,KG,46.1604,,,
2024-10,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,684093,18763,KG,36.4597,,,
2024-11,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,438502,8910,KG,49.2146,,,
2024-12,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,46608,2935,KG,15.8801,,,
2025-01,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,13845156,215521,KG,64.2404,,,
2025-02,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,39839,150,KG,265.5933,,,
2025-03,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,20504,1451,KG,14.1309,,,
2025-04,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,3952973,61037,KG,64.7636,,,
2025-05,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,1063463,28561,KG,37.2348,,,
2025-06,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,0,0,KG,,,,
2025-07,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,0,0,KG,,,,
2025-08,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,2875422,48172,KG,59.6907,,,
2025-09,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,24750,150,KG,165.0,,,
2025-10,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,5704197,90712,KG,62.8825,,,
2025-11,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,317239,100075,KG,3.17,,,
2025-12,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,347025,15809,KG,21.9511,,,
2026-02,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,6205533,89700,KG,69.181,,,
2026-03,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,0,0,KG,,,,
2026-04,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,6762006,105000,KG,64.4001,,,
2026-05,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,716531,12006,KG,59.6811,,,
2026-06,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,325022,3988,KG,81.5,,,
2026-07,8109210000,zirconium (unwrought),control (never restricted),UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,5225678,70045,KG,74.6046,,,
2023-01,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,7340830,646472,KG,11.3552,1067250,94366,14.54
2023-02,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,5723749,531512,KG,10.7688,555096,52249,9.7
2023-03,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,5374171,466728,KG,11.5146,0,0,0.0
2023-04,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,7248567,618249,KG,11.7243,1728499,149014,23.85
2023-05,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,7096783,601299,KG,11.8024,301250,25000,4.24
2023-06,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,4107878,359633,KG,11.4224,0,0,0.0
2023-07,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,2743935,226935,KG,12.0913,0,0,0.0
2023-08,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,7259573,631122,KG,11.5026,612660,50050,8.44
2023-09,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,4906893,430439,KG,11.3997,1097691,100076,22.37
2023-10,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,8318271,699613,KG,11.8898,2493040,221948,29.97
2023-11,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,3697321,312818,KG,11.8194,282495,24889,7.64
2023-12,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,6236076,549621,KG,11.3461,829631,73849,13.3
2024-01,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,6059965,538091,KG,11.262,,,
2024-02,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,3649397,320217,KG,11.3966,555500,50000,15.22
2024-03,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,3343672,278181,KG,12.0198,0,0,0.0
2024-04,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,4723075,366252,KG,12.8957,1442776,123766,30.55
2024-05,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,4644217,342851,KG,13.5459,44905,3000,0.97
2024-06,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,3110452,190838,KG,16.2989,86367,6226,2.78
2024-07,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,4008193,286850,KG,13.9731,0,0,0.0
2024-08,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,7551180,402478,KG,18.7617,492164,22672,6.52
2024-09,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,6947337,316805,KG,21.9294,1038771,40306,14.95
2024-10,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,10767502,489490,KG,21.9974,2241320,87829,20.82
2024-11,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,17576410,801874,KG,21.9192,2300666,91392,13.09
2024-12,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,15877812,570616,KG,27.8257,2101597,67487,13.24
2025-01,8110100000,antimony (unwrought/powder),restricted,UNWROUGHT ANTIMONY; POWDERS,7703084,265576,KG,29.0052,925000,25000,12.01
