"US general imports, monthly, HS10 line items. Source: US Census Bureau international trade API (api.census.gov), pulled 2026-09. Unit value = customs value / quantity. Customs value excludes duty, freight and insurance.",,,,,,,,,,,
month,hts10,commodity,group,census_description,customs_value_usd,quantity,unit,unit_value_usd_per_unit,china_value_usd,china_quantity,china_share_of_value_pct
2025-02,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",27713547,284849,T,97.2921,,,
2025-03,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",23804771,270788,T,87.9093,,,
2025-04,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",23118580,270753,T,85.3862,,,
2025-05,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",26834731,309479,T,86.7094,,,
2025-06,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",28648854,321142,T,89.2093,,,
2025-07,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",24898434,276207,T,90.1441,,,
2025-08,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",18716629,201700,T,92.7944,,,
2025-09,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",30256174,337451,T,89.6609,,,
2025-10,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",23374008,273100,T,85.5877,,,
2025-11,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",18195851,210627,T,86.389,,,
2025-12,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",27639832,307981,T,89.7453,,,
2026-01,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",32305933,356503,T,90.619,,,
2026-02,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",14001291,159739,T,87.651,,,
2026-03,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",32209795,373704,T,86.1907,,,
2026-04,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",20730227,240824,T,86.0804,,,
2026-05,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",17811783,206205,T,86.379,,,
2026-06,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",26705831,305749,T,87.3456,,,
2026-07,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",26083654,302637,T,86.1879,,,
2023-01,2804900000,selenium,control (never restricted),SELENIUM,1398626,36524,KG,38.2933,,,
2023-02,2804900000,selenium,control (never restricted),SELENIUM,367895,22827,KG,16.1167,,,
2023-03,2804900000,selenium,control (never restricted),SELENIUM,538274,19363,KG,27.7991,,,
2023-04,2804900000,selenium,control (never restricted),SELENIUM,304958,18418,KG,16.5576,,,
2023-05,2804900000,selenium,control (never restricted),SELENIUM,1361720,39493,KG,34.48,,,
2023-06,2804900000,selenium,control (never restricted),SELENIUM,260809,5904,KG,44.175,,,
2023-07,2804900000,selenium,control (never restricted),SELENIUM,294940,9650,KG,30.5637,,,
2023-08,2804900000,selenium,control (never restricted),SELENIUM,1255836,47229,KG,26.5904,,,
2023-09,2804900000,selenium,control (never restricted),SELENIUM,212241,7653,KG,27.733,,,
2023-10,2804900000,selenium,control (never restricted),SELENIUM,1005449,18118,KG,55.4945,,,
2023-11,2804900000,selenium,control (never restricted),SELENIUM,158252,8043,KG,19.6757,,,
2023-12,2804900000,selenium,control (never restricted),SELENIUM,524259,25193,KG,20.8097,,,
2024-01,2804900000,selenium,control (never restricted),SELENIUM,490974,21444,KG,22.8956,,,
2024-02,2804900000,selenium,control (never restricted),SELENIUM,185865,8905,KG,20.872,,,
2024-03,2804900000,selenium,control (never restricted),SELENIUM,447371,32638,KG,13.7071,,,
2024-04,2804900000,selenium,control (never restricted),SELENIUM,469832,18246,KG,25.7499,,,
2024-05,2804900000,selenium,control (never restricted),SELENIUM,81783,1904,KG,42.9533,,,
2024-06,2804900000,selenium,control (never restricted),SELENIUM,1430131,47696,KG,29.9843,,,
2024-07,2804900000,selenium,control (never restricted),SELENIUM,171741,7911,KG,21.7091,,,
2024-08,2804900000,selenium,control (never restricted),SELENIUM,1407310,32578,KG,43.1982,,,
2024-09,2804900000,selenium,control (never restricted),SELENIUM,192885,4322,KG,44.6286,,,
2024-10,2804900000,selenium,control (never restricted),SELENIUM,547349,20997,KG,26.068,,,
2024-11,2804900000,selenium,control (never restricted),SELENIUM,467136,13053,KG,35.7876,,,
2024-12,2804900000,selenium,control (never restricted),SELENIUM,393949,15318,KG,25.718,,,
2025-01,2804900000,selenium,control (never restricted),SELENIUM,202911,7427,KG,27.3207,,,
2025-02,2804900000,selenium,control (never restricted),SELENIUM,1296404,40879,KG,31.7132,,,
2025-03,2804900000,selenium,control (never restricted),SELENIUM,1759078,65800,KG,26.7337,,,
2025-04,2804900000,selenium,control (never restricted),SELENIUM,544003,14462,KG,37.616,,,
2025-05,2804900000,selenium,control (never restricted),SELENIUM,2138276,57296,KG,37.3198,,,
2025-06,2804900000,selenium,control (never restricted),SELENIUM,298039,13638,KG,21.8536,,,
2025-07,2804900000,selenium,control (never restricted),SELENIUM,593871,16173,KG,36.7199,,,
2025-08,2804900000,selenium,control (never restricted),SELENIUM,430493,17587,KG,24.4779,,,
2025-09,2804900000,selenium,control (never restricted),SELENIUM,1920127,60692,KG,31.6372,,,
2025-10,2804900000,selenium,control (never restricted),SELENIUM,501244,21752,KG,23.0436,,,
2025-11,2804900000,selenium,control (never restricted),SELENIUM,521143,30488,KG,17.0934,,,
2025-12,2804900000,selenium,control (never restricted),SELENIUM,739046,26423,KG,27.9698,,,
2026-01,2804900000,selenium,control (never restricted),SELENIUM,645371,34953,KG,18.464,,,
2026-02,2804900000,selenium,control (never restricted),SELENIUM,1827018,48283,KG,37.8398,,,
2026-03,2804900000,selenium,control (never restricted),SELENIUM,741103,44664,KG,16.5928,,,
2026-04,2804900000,selenium,control (never restricted),SELENIUM,1622888,42182,KG,38.4735,,,
2026-05,2804900000,selenium,control (never restricted),SELENIUM,576723,21868,KG,26.3729,,,
2026-06,2804900000,selenium,control (never restricted),SELENIUM,2633406,69777,KG,37.7403,,,
2026-07,2804900000,selenium,control (never restricted),SELENIUM,752611,33735,KG,22.3095,,,
2023-01,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,13358129,140283,KG,95.2227,,,
2023-02,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,10806223,88974,KG,121.4537,,,
2023-03,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,10831822,60227,KG,179.8499,,,
2023-04,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,12916791,168140,KG,76.8216,,,
2023-05,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,11119112,114078,KG,97.4694,,,
2023-06,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,12867278,133101,KG,96.673,,,
2023-07,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,6886344,45846,KG,150.206,,,
2023-08,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,10305187,133092,KG,77.429,,,
2023-09,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,6004038,31174,KG,192.5976,,,
2023-10,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,5963570,71287,KG,83.6558,,,
2023-11,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,6682689,112544,KG,59.3785,,,
2023-12,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,8658036,182389,KG,47.4702,,,
2024-01,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,8998461,110742,KG,81.2561,,,
2024-02,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,8944836,125753,KG,71.1302,,,
2024-03,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,7016584,62567,KG,112.1451,,,
2024-04,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,10384210,144565,KG,71.8307,,,
2024-05,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,5781727,58574,KG,98.7081,,,
2024-06,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,11319906,162462,KG,69.6773,,,
2024-07,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,8869285,90547,KG,97.9523,,,
2024-08,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,9986532,92310,KG,108.1847,,,
2024-09,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,8851854,48529,KG,182.4034,,,
2024-10,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,12593783,257240,KG,48.9573,,,
2024-11,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,4263101,49872,KG,85.4809,,,
2024-12,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,5200954,82978,KG,62.6787,,,
2025-01,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,6391844,115655,KG,55.2665,,,
2025-02,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,20200259,693232,KG,29.1392,,,
2025-03,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,22477145,1041285,KG,21.586,,,
2025-04,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,15407562,526940,KG,29.2397,,,
2025-05,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,12328999,454546,KG,27.1238,,,
2025-06,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,15506995,270944,KG,57.2332,,,
2025-07,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,15580844,543887,KG,28.6472,,,
2025-08,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,15529770,504357,KG,30.7912,,,
2025-09,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,19601326,686926,KG,28.5348,,,
2025-10,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,20496832,935021,KG,21.9213,,,
2025-11,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,5760842,72766,KG,79.1694,,,
2025-12,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,18867324,945924,KG,19.9459,,,
2026-01,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,8049886,117769,KG,68.3532,,,
2026-02,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,7578049,165470,KG,45.7971,,,
2026-03,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,4825984,45718,KG,105.5598,,,
2026-04,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,6092669,211748,KG,28.7732,,,
2026-05,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,9398783,389827,KG,24.1101,,,
2026-06,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,8108502,298090,KG,27.2015,,,
2026-07,2804610000,silicon (>=99.99%),control (never restricted),SILICON CONTAINING BY WEIGHT NOT LESS THAN 99.99 PERCENT OF SILICON,6457801,145772,KG,44.3007,,,
2023-01,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,23313853,4084063,KG,5.7085,,,
2023-02,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,31527915,6527505,KG,4.83,,,
2023-03,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,21920309,4448578,KG,4.9275,,,
2023-04,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,37424100,7222854,KG,5.1813,,,
2023-05,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,30170018,7004036,KG,4.3075,,,
2023-06,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,34488935,8196186,KG,4.2079,,,
2023-07,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,37691716,9505900,KG,3.9651,,,
2023-08,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,41423122,10232074,KG,4.0484,,,
2023-09,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,21198682,6160781,KG,3.4409,,,
2023-10,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,15712677,4500446,KG,3.4914,,,
2023-11,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,33518384,8986064,KG,3.73,,,
2023-12,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,21640049,6497793,KG,3.3304,,,
2024-01,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,25156284,7922028,KG,3.1755,,,
2024-02,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,24308781,7409722,KG,3.2807,,,
2024-03,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,29030167,8681106,KG,3.3441,,,
2024-04,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,44675480,13960222,KG,3.2002,,,
2024-05,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,33896992,10791944,KG,3.141,,,
2024-06,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,26401094,8484169,KG,3.1118,,,
2024-07,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,50820616,16247193,KG,3.128,,,
2024-08,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,30669680,10167678,KG,3.0164,,,
2024-09,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,42411429,13367704,KG,3.1727,,,
2024-10,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,30831564,9282608,KG,3.3214,,,
2024-11,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,34929125,10930488,KG,3.1956,,,
2024-12,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,42596418,12184696,KG,3.4959,,,
2025-01,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,44145304,13847220,KG,3.188,,,
2025-02,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,40415952,13093774,KG,3.0867,,,
2025-03,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,48456161,16092557,KG,3.0111,,,
2025-04,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,37708331,12670972,KG,2.976,,,
2025-05,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,40522243,13190434,KG,3.0721,,,
2025-06,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,31783479,11074640,KG,2.8699,,,
2025-07,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,28103738,9184339,KG,3.06,,,
2025-08,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,31462973,10527782,KG,2.9886,,,
2025-09,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,25398465,7818458,KG,3.2485,,,
2025-10,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,27140372,8998952,KG,3.0159,,,
2025-11,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,41198279,13108938,KG,3.1428,,,
2025-12,2804691000,silicon (other),control (never restricted),SILICON CONTAINING BY WEIGHT LESS THAN 99.99 PERCENT BUT NOT LESS    THAN 99 PERCENT OF SILICON,28550573,9487463,KG,3.0093,,,
